Algoritmo,ID_VETOR,NumeroEntradas,Tempo,TipoEntrada
BetterBubbleSort,4,26806,0.7638065,Aleatória
BetterBubbleSort,4,32179,1.1582768,Aleatória
BetterBubbleSort,4,38629,1.7602448,Aleatória
BetterBubbleSort,4,46373,2.6160957,Aleatória
BetterBubbleSort,4,55668,3.7675026,Aleatória
BetterBubbleSort,4,66827,5.4919384,Aleatória
BetterBubbleSort,4,80223,7.9887233,Aleatória
BetterBubbleSort,4,96304,11.6045178,Aleatória
BetterBubbleSort,4,115609,17.2553593,Aleatória
BetterBubbleSort,4,138784,25.1523032,Aleatória
BetterBubbleSort,4,166604,37.2216576,Aleatória
BetterBubbleSort,4,200000,53.8879348,Aleatória
BetterBubbleSort,5,1,3.1e-06,Aleatória
BetterBubbleSort,5,2,0.0002303,Aleatória
BetterBubbleSort,5,3,1.4e-06,Aleatória
BetterBubbleSort,5,4,8e-07,Aleatória
BetterBubbleSort,5,6,2.1e-06,Aleatória
BetterBubbleSort,5,7,1.1e-06,Aleatória
BetterBubbleSort,5,10,1e-06,Aleatória
BetterBubbleSort,5,13,1.1e-06,Aleatória
BetterBubbleSort,5,18,1.4e-06,Aleatória
BetterBubbleSort,5,24,1.5e-06,Aleatória
BetterBubbleSort,5,32,1.9e-06,Aleatória
BetterBubbleSort,5,42,2.5e-06,Aleatória
BetterBubbleSort,5,56,3.6e-06,Aleatória
BetterBubbleSort,5,75,5.1e-06,Aleatória
BetterBubbleSort,5,100,8e-06,Aleatória
BetterBubbleSort,5,133,1.25e-05,Aleatória
BetterBubbleSort,5,178,1.98e-05,Aleatória
BetterBubbleSort,5,237,3.33e-05,Aleatória
BetterBubbleSort,5,316,5.76e-05,Aleatória
BetterBubbleSort,5,422,0.000156,Aleatória
BetterBubbleSort,5,562,0.0001796,Aleatória
BetterBubbleSort,5,750,0.0002891,Aleatória
BetterBubbleSort,5,1000,0.0004886,Aleatória
BetterBubbleSort,5,1200,0.0006906,Aleatória
BetterBubbleSort,5,1441,0.0009705,Aleatória
BetterBubbleSort,5,1730,0.0013586,Aleatória
BetterBubbleSort,5,2077,0.0019559,Aleatória
BetterBubbleSort,5,2493,0.0028205,Aleatória
BetterBubbleSort,5,2993,0.0039995,Aleatória
BetterBubbleSort,5,3593,0.0057038,Aleatória
BetterBubbleSort,5,4313,0.0082089,Aleatória
BetterBubbleSort,5,5177,0.0121079,Aleatória
BetterBubbleSort,5,6215,0.0178466,Aleatória
BetterBubbleSort,5,7461,0.0265497,Aleatória
BetterBubbleSort,5,8957,0.0409222,Aleatória
BetterBubbleSort,5,10752,0.0670793,Aleatória
BetterBubbleSort,5,12907,0.1173404,Aleatória
BetterBubbleSort,5,15495,0.1903368,Aleatória
BetterBubbleSort,5,18601,0.3169288,Aleatória
BetterBubbleSort,5,22330,0.4917778,Aleatória
BetterBubbleSort,5,26806,0.7565276,Aleatória
BetterBubbleSort,5,32179,1.1657991,Aleatória
BetterBubbleSort,5,38629,1.6950177,Aleatória
BetterBubbleSort,5,46373,2.5708845,Aleatória
BetterBubbleSort,5,55668,3.734356,Aleatória
BetterBubbleSort,5,66827,5.5970304,Aleatória
BetterBubbleSort,5,80223,8.1152259,Aleatória
BetterBubbleSort,5,96304,11.8149393,Aleatória
BetterBubbleSort,5,115609,17.5010304,Aleatória
BetterBubbleSort,5,138784,24.9759368,Aleatória
BetterBubbleSort,5,166604,35.5069263,Aleatória
BetterBubbleSort,5,200000,51.7842164,Aleatória
BetterBubbleSort,6,1,3.4e-06,Aleatória
BetterBubbleSort,6,2,1.8e-06,Aleatória
BetterBubbleSort,6,3,1.8e-06,Aleatória
BetterBubbleSort,6,4,9e-07,Aleatória
BetterBubbleSort,6,6,9e-07,Aleatória
BetterBubbleSort,6,7,1.9e-06,Aleatória
BetterBubbleSort,6,10,1.1e-06,Aleatória
BetterBubbleSort,6,13,1.1e-06,Aleatória
BetterBubbleSort,6,18,2.3e-06,Aleatória
BetterBubbleSort,6,24,2.4e-06,Aleatória
BetterBubbleSort,6,32,3.2e-06,Aleatória
BetterBubbleSort,6,42,2.7e-06,Aleatória
BetterBubbleSort,6,56,3.7e-06,Aleatória
BetterBubbleSort,6,75,5.6e-06,Aleatória
BetterBubbleSort,6,100,0.0002122,Aleatória
BetterBubbleSort,6,133,1.57e-05,Aleatória
BetterBubbleSort,6,178,2.3e-05,Aleatória
BetterBubbleSort,6,237,3.7e-05,Aleatória
BetterBubbleSort,6,316,6.57e-05,Aleatória
BetterBubbleSort,6,422,0.0001169,Aleatória
BetterBubbleSort,6,562,0.0001809,Aleatória
BetterBubbleSort,6,750,0.0003003,Aleatória
BetterBubbleSort,6,1000,0.0005318,Aleatória
BetterBubbleSort,6,1200,0.0006914,Aleatória
BetterBubbleSort,6,1441,0.0010949,Aleatória
BetterBubbleSort,6,1730,0.0013448,Aleatória
BetterBubbleSort,6,2077,0.0019526,Aleatória
BetterBubbleSort,6,2493,0.0027908,Aleatória
BetterBubbleSort,6,2993,0.0042794,Aleatória
BetterBubbleSort,6,3593,0.0075421,Aleatória
BetterBubbleSort,6,4313,0.0087423,Aleatória
BetterBubbleSort,6,5177,0.0123957,Aleatória
BetterBubbleSort,6,6215,0.018382,Aleatória
BetterBubbleSort,6,7461,0.0263766,Aleatória
BetterBubbleSort,6,8957,0.0407018,Aleatória
BetterBubbleSort,6,10752,0.0675228,Aleatória
BetterBubbleSort,6,12907,0.1150435,Aleatória
BetterBubbleSort,6,15495,0.1965089,Aleatória
BetterBubbleSort,6,18601,0.3212969,Aleatória
BetterBubbleSort,6,22330,0.5008566,Aleatória
BetterBubbleSort,6,26806,0.7535222,Aleatória
BetterBubbleSort,6,32179,1.1440949,Aleatória
BetterBubbleSort,6,38629,1.7121606,Aleatória
BetterBubbleSort,6,46373,2.5552857,Aleatória
BetterBubbleSort,6,55668,3.7530217,Aleatória
BetterBubbleSort,6,66827,5.4842959,Aleatória
BetterBubbleSort,6,80223,8.0173014,Aleatória
BetterBubbleSort,6,96304,11.6505088,Aleatória
BetterBubbleSort,6,115609,17.1313562,Aleatória
BetterBubbleSort,6,138784,24.4951574,Aleatória
BetterBubbleSort,6,166604,35.4442434,Aleatória
BetterBubbleSort,6,200000,52.6345136,Aleatória
BetterBubbleSort,7,1,0.0001567,Aleatória
BetterBubbleSort,7,2,1.3e-06,Aleatória
BetterBubbleSort,7,3,1e-06,Aleatória
BetterBubbleSort,7,4,1.1e-06,Aleatória
BetterBubbleSort,7,6,9e-07,Aleatória
BetterBubbleSort,7,7,9e-07,Aleatória
BetterBubbleSort,7,10,1e-06,Aleatória
BetterBubbleSort,7,13,1.1e-06,Aleatória
BetterBubbleSort,7,18,1.3e-06,Aleatória
BetterBubbleSort,7,24,1.5e-06,Aleatória
BetterBubbleSort,7,32,1.9e-06,Aleatória
BetterBubbleSort,7,42,2.4e-06,Aleatória
BetterBubbleSort,7,56,3.7e-06,Aleatória
BetterBubbleSort,7,75,5.4e-06,Aleatória
BetterBubbleSort,7,100,8.2e-06,Aleatória
BetterBubbleSort,7,133,1.25e-05,Aleatória
BetterBubbleSort,7,178,2.08e-05,Aleatória
BetterBubbleSort,7,237,3.45e-05,Aleatória
BetterBubbleSort,7,316,6.1e-05,Aleatória
BetterBubbleSort,7,422,0.0001011,Aleatória
BetterBubbleSort,7,562,0.0001637,Aleatória
BetterBubbleSort,7,750,0.0002704,Aleatória
BetterBubbleSort,7,1000,0.0004832,Aleatória
BetterBubbleSort,7,1200,0.000694,Aleatória
BetterBubbleSort,7,1441,0.0009636,Aleatória
BetterBubbleSort,7,1730,0.0013953,Aleatória
BetterBubbleSort,7,2077,0.0019663,Aleatória
BetterBubbleSort,7,2493,0.0027371,Aleatória
BetterBubbleSort,7,2993,0.0040316,Aleatória
BetterBubbleSort,7,3593,0.0058321,Aleatória
BetterBubbleSort,7,4313,0.0085233,Aleatória
BetterBubbleSort,7,5177,0.012084,Aleatória
BetterBubbleSort,7,6215,0.0218482,Aleatória
BetterBubbleSort,7,7461,0.0284783,Aleatória
BetterBubbleSort,7,8957,0.0427582,Aleatória
BetterBubbleSort,7,10752,0.0694272,Aleatória
BetterBubbleSort,7,12907,0.1199240999999999,Aleatória
BetterBubbleSort,7,15495,0.1984327,Aleatória
BetterBubbleSort,7,18601,0.3318393,Aleatória
BetterBubbleSort,7,22330,0.5176826999999999,Aleatória
BetterBubbleSort,7,26806,0.7817635,Aleatória
BetterBubbleSort,7,32179,1.1416799,Aleatória
BetterBubbleSort,7,38629,1.7320936,Aleatória
BetterBubbleSort,7,46373,2.5851562,Aleatória
BetterBubbleSort,7,55668,3.7917824,Aleatória
BetterBubbleSort,7,66827,5.6421585,Aleatória
BetterBubbleSort,7,80223,8.1705664,Aleatória
BetterBubbleSort,7,96304,12.1490496,Aleatória
BetterBubbleSort,7,115609,17.1827638,Aleatória
BetterBubbleSort,7,138784,25.2590035,Aleatória
BetterBubbleSort,7,166604,36.2668973,Aleatória
BetterBubbleSort,7,200000,53.0232834,Aleatória
BetterBubbleSort,8,1,3.1e-06,Aleatória
BetterBubbleSort,8,2,1.8e-06,Aleatória
BetterBubbleSort,8,3,1.6e-06,Aleatória
BetterBubbleSort,8,4,2.1e-06,Aleatória
BetterBubbleSort,8,6,1e-06,Aleatória
BetterBubbleSort,8,7,9e-07,Aleatória
BetterBubbleSort,8,10,1e-06,Aleatória
BetterBubbleSort,8,13,1.3e-06,Aleatória
BetterBubbleSort,8,18,0.0001576,Aleatória
BetterBubbleSort,8,24,1.6e-06,Aleatória
BetterBubbleSort,8,32,1.8e-06,Aleatória
BetterBubbleSort,8,42,2.5e-06,Aleatória
BetterBubbleSort,8,56,3.6e-06,Aleatória
BetterBubbleSort,8,75,6e-06,Aleatória
BetterBubbleSort,8,100,8.5e-06,Aleatória
BetterBubbleSort,8,133,1.36e-05,Aleatória
BetterBubbleSort,8,178,2.09e-05,Aleatória
BetterBubbleSort,8,237,3.54e-05,Aleatória
BetterBubbleSort,8,316,5.79e-05,Aleatória
BetterBubbleSort,8,422,9.96e-05,Aleatória
BetterBubbleSort,8,562,0.0001708,Aleatória
BetterBubbleSort,8,750,0.0002807,Aleatória
BetterBubbleSort,8,1000,0.00049,Aleatória
BetterBubbleSort,8,1200,0.0006886,Aleatória
BetterBubbleSort,8,1441,0.000999,Aleatória
BetterBubbleSort,8,1730,0.0014375,Aleatória
BetterBubbleSort,8,2077,0.0020083,Aleatória
BetterBubbleSort,8,2493,0.0029003,Aleatória
BetterBubbleSort,8,2993,0.0041288,Aleatória
BetterBubbleSort,8,3593,0.005745,Aleatória
BetterBubbleSort,8,4313,0.0082878,Aleatória
BetterBubbleSort,8,5177,0.012112,Aleatória
BetterBubbleSort,8,6215,0.017824,Aleatória
BetterBubbleSort,8,7461,0.0266057,Aleatória
BetterBubbleSort,8,8957,0.0443698,Aleatória
BetterBubbleSort,8,10752,0.0692775,Aleatória
BetterBubbleSort,8,12907,0.1139356,Aleatória
BetterBubbleSort,8,15495,0.2090487,Aleatória
BetterBubbleSort,8,18601,0.3187959,Aleatória
BetterBubbleSort,8,22330,0.4966499,Aleatória
BetterBubbleSort,8,26806,0.7732431,Aleatória
BetterBubbleSort,8,32179,1.1767595,Aleatória
BetterBubbleSort,8,38629,1.7852594000000002,Aleatória
BetterBubbleSort,8,46373,2.6218433,Aleatória
BetterBubbleSort,8,55668,3.8806554,Aleatória
BetterBubbleSort,8,66827,5.6578723,Aleatória
BetterBubbleSort,8,80223,8.2215594,Aleatória
BetterBubbleSort,8,96304,11.9436353,Aleatória
BetterBubbleSort,8,115609,17.5577147,Aleatória
BetterBubbleSort,8,138784,25.2284295,Aleatória
BetterBubbleSort,8,166604,36.5458649,Aleatória
BetterBubbleSort,8,200000,51.8559459,Aleatória
BetterBubbleSort,9,1,3.2e-06,Aleatória
BetterBubbleSort,9,2,1.9e-06,Aleatória
BetterBubbleSort,9,3,1.7e-06,Aleatória
BetterBubbleSort,9,4,9e-07,Aleatória
BetterBubbleSort,9,6,9e-07,Aleatória
BetterBubbleSort,9,7,9e-07,Aleatória
BetterBubbleSort,9,10,1.1e-06,Aleatória
BetterBubbleSort,9,13,2e-06,Aleatória
BetterBubbleSort,9,18,2.2e-06,Aleatória
BetterBubbleSort,9,24,2.6e-06,Aleatória
BetterBubbleSort,9,32,2.6e-06,Aleatória
BetterBubbleSort,9,42,2.9e-06,Aleatória
BetterBubbleSort,9,56,3.9e-06,Aleatória
BetterBubbleSort,9,75,5.6e-06,Aleatória
BetterBubbleSort,9,100,7.9e-06,Aleatória
BetterBubbleSort,9,133,1.23e-05,Aleatória
BetterBubbleSort,9,178,2.04e-05,Aleatória
BetterBubbleSort,9,237,3.46e-05,Aleatória
BetterBubbleSort,9,316,6.36e-05,Aleatória
BetterBubbleSort,9,422,0.0001041,Aleatória
BetterBubbleSort,9,562,0.0001669,Aleatória
BetterBubbleSort,9,750,0.0002871,Aleatória
BetterBubbleSort,9,1000,0.0004865,Aleatória
BetterBubbleSort,9,1200,0.0007031,Aleatória
BetterBubbleSort,9,1441,0.0009736,Aleatória
BetterBubbleSort,9,1730,0.0013901,Aleatória
BetterBubbleSort,9,2077,0.0019457,Aleatória
BetterBubbleSort,9,2493,0.0027337,Aleatória
BetterBubbleSort,9,2993,0.0042062,Aleatória
BetterBubbleSort,9,3593,0.0057481,Aleatória
BetterBubbleSort,9,4313,0.0081585,Aleatória
BetterBubbleSort,9,5177,0.0119222,Aleatória
BetterBubbleSort,9,6215,0.0176642,Aleatória
BetterBubbleSort,9,7461,0.0262339,Aleatória
BetterBubbleSort,9,8957,0.0410765,Aleatória
BetterBubbleSort,9,10752,0.0685841,Aleatória
BetterBubbleSort,9,12907,0.1160375,Aleatória
BetterBubbleSort,9,15495,0.1942486,Aleatória
BetterBubbleSort,9,18601,0.3270763,Aleatória
BetterBubbleSort,9,22330,0.4984043,Aleatória
BetterBubbleSort,9,26806,0.7632567,Aleatória
BetterBubbleSort,9,32179,1.1496666,Aleatória
BetterBubbleSort,9,38629,1.7298464,Aleatória
BetterBubbleSort,9,46373,2.5738502,Aleatória
BetterBubbleSort,9,55668,3.7642596,Aleatória
BetterBubbleSort,9,66827,5.4895382,Aleatória
BetterBubbleSort,9,80223,7.9851608,Aleatória
BetterBubbleSort,9,96304,11.7515398,Aleatória
BetterBubbleSort,9,115609,17.2498659,Aleatória
BetterBubbleSort,9,138784,24.6671767,Aleatória
BetterBubbleSort,9,166604,36.5430452,Aleatória
BetterBubbleSort,9,200000,52.0764448,Aleatória
BetterBubbleSort,10,1,3e-06,Aleatória
BetterBubbleSort,10,2,1.8e-06,Aleatória
BetterBubbleSort,10,3,1e-06,Aleatória
BetterBubbleSort,10,4,9e-07,Aleatória
BetterBubbleSort,10,6,9e-07,Aleatória
BetterBubbleSort,10,7,9e-07,Aleatória
BetterBubbleSort,10,10,0.0001864,Aleatória
BetterBubbleSort,10,13,1.3e-06,Aleatória
BetterBubbleSort,10,18,1.3e-06,Aleatória
BetterBubbleSort,10,24,1.5e-06,Aleatória
BetterBubbleSort,10,32,2.2e-06,Aleatória
BetterBubbleSort,10,42,3.1e-06,Aleatória
BetterBubbleSort,10,56,3.8e-06,Aleatória
BetterBubbleSort,10,75,5.9e-06,Aleatória
BetterBubbleSort,10,100,8.6e-06,Aleatória
BetterBubbleSort,10,133,1.3e-05,Aleatória
BetterBubbleSort,10,178,2.21e-05,Aleatória
BetterBubbleSort,10,237,3.38e-05,Aleatória
BetterBubbleSort,10,316,6.38e-05,Aleatória
BetterBubbleSort,10,422,0.0001053,Aleatória
BetterBubbleSort,10,562,0.0001662,Aleatória
BetterBubbleSort,10,750,0.0002816,Aleatória
BetterBubbleSort,10,1000,0.0004893,Aleatória
BetterBubbleSort,10,1200,0.0006963,Aleatória
BetterBubbleSort,10,1441,0.0009661,Aleatória
BetterBubbleSort,10,1730,0.0013662,Aleatória
BetterBubbleSort,10,2077,0.0019351,Aleatória
BetterBubbleSort,10,2493,0.0027755,Aleatória
BetterBubbleSort,10,2993,0.0040299,Aleatória
BetterBubbleSort,10,3593,0.0059568,Aleatória
BetterBubbleSort,10,4313,0.0086011,Aleatória
BetterBubbleSort,10,5177,0.0148132,Aleatória
BetterBubbleSort,10,6215,0.0200868,Aleatória
BetterBubbleSort,10,7461,0.0266743,Aleatória
BetterBubbleSort,10,8957,0.0411553,Aleatória
BetterBubbleSort,10,10752,0.0666148,Aleatória
BetterBubbleSort,10,12907,0.1160493,Aleatória
BetterBubbleSort,10,15495,0.1894745,Aleatória
BetterBubbleSort,10,18601,0.325033,Aleatória
BetterBubbleSort,10,22330,0.4954358,Aleatória
BetterBubbleSort,10,26806,0.7715711000000001,Aleatória
BetterBubbleSort,10,32179,1.1552551,Aleatória
BetterBubbleSort,10,38629,1.7052413,Aleatória
BetterBubbleSort,10,46373,2.5370275,Aleatória
BetterBubbleSort,10,55668,3.7734069,Aleatória
BetterBubbleSort,10,66827,5.4558747,Aleatória
BetterBubbleSort,10,80223,8.0972475,Aleatória
BetterBubbleSort,10,96304,12.1088745,Aleatória
BetterBubbleSort,10,115609,17.1959519,Aleatória
BetterBubbleSort,10,138784,25.0612056,Aleatória
BetterBubbleSort,10,166604,35.6358058,Aleatória
BetterBubbleSort,10,200000,51.1497857,Aleatória
BetterBubbleSort,11,1,3.5e-06,Aleatória
BetterBubbleSort,11,2,1e-06,Aleatória
BetterBubbleSort,11,3,1e-06,Aleatória
BetterBubbleSort,11,4,8e-07,Aleatória
BetterBubbleSort,11,6,1e-06,Aleatória
BetterBubbleSort,11,7,1e-06,Aleatória
BetterBubbleSort,11,10,1e-06,Aleatória
BetterBubbleSort,11,13,2e-06,Aleatória
BetterBubbleSort,11,18,1.2e-06,Aleatória
BetterBubbleSort,11,24,1.6e-06,Aleatória
BetterBubbleSort,11,32,2.4e-06,Aleatória
BetterBubbleSort,11,42,3.5e-06,Aleatória
BetterBubbleSort,11,56,4.7e-06,Aleatória
BetterBubbleSort,11,75,5.4e-06,Aleatória
BetterBubbleSort,11,100,8.2e-06,Aleatória
BetterBubbleSort,11,133,1.33e-05,Aleatória
BetterBubbleSort,11,178,2.31e-05,Aleatória
BetterBubbleSort,11,237,0.0001821,Aleatória
BetterBubbleSort,11,316,5.7e-05,Aleatória
BetterBubbleSort,11,422,9.72e-05,Aleatória
BetterBubbleSort,11,562,0.0001723,Aleatória
BetterBubbleSort,11,750,0.0002955,Aleatória
BetterBubbleSort,11,1000,0.0005175,Aleatória
BetterBubbleSort,11,1200,0.0007411,Aleatória
BetterBubbleSort,11,1441,0.0010201,Aleatória
BetterBubbleSort,11,1730,0.0014623,Aleatória
BetterBubbleSort,11,2077,0.0019959,Aleatória
BetterBubbleSort,11,2493,0.003169,Aleatória
BetterBubbleSort,11,2993,0.0042448,Aleatória
BetterBubbleSort,11,3593,0.0060175,Aleatória
BetterBubbleSort,11,4313,0.0086792,Aleatória
BetterBubbleSort,11,5177,0.0126679,Aleatória
BetterBubbleSort,11,6215,0.0190042,Aleatória
BetterBubbleSort,11,7461,0.0277203,Aleatória
BetterBubbleSort,11,8957,0.0445545,Aleatória
BetterBubbleSort,11,10752,0.0774851,Aleatória
BetterBubbleSort,11,12907,0.1256599,Aleatória
BetterBubbleSort,11,15495,0.2008856,Aleatória
BetterBubbleSort,11,18601,0.3285934,Aleatória
BetterBubbleSort,11,22330,0.5082339,Aleatória
BetterBubbleSort,11,26806,0.7736835,Aleatória
BetterBubbleSort,11,32179,1.1794156,Aleatória
BetterBubbleSort,11,38629,1.7457601,Aleatória
BetterBubbleSort,11,46373,2.5887259,Aleatória
BetterBubbleSort,11,55668,3.7676139,Aleatória
BetterBubbleSort,11,66827,5.5086481,Aleatória
BetterBubbleSort,11,80223,8.2671668,Aleatória
BetterBubbleSort,11,96304,12.1107315,Aleatória
BetterBubbleSort,11,115609,17.180630700000002,Aleatória
BetterBubbleSort,11,138784,24.4749016,Aleatória
BetterBubbleSort,11,166604,35.3565935,Aleatória
BetterBubbleSort,11,200000,52.0016854,Aleatória
BetterBubbleSort,12,1,0.0001949,Aleatória
BetterBubbleSort,12,2,1.8e-06,Aleatória
BetterBubbleSort,12,3,1.1e-06,Aleatória
BetterBubbleSort,12,4,8e-07,Aleatória
BetterBubbleSort,12,6,1e-06,Aleatória
BetterBubbleSort,12,7,9e-07,Aleatória
BetterBubbleSort,12,10,1e-06,Aleatória
BetterBubbleSort,12,13,1e-06,Aleatória
BetterBubbleSort,12,18,1.3e-06,Aleatória
BetterBubbleSort,12,24,1.8e-06,Aleatória
BetterBubbleSort,12,32,1.9e-06,Aleatória
BetterBubbleSort,12,42,2.5e-06,Aleatória
BetterBubbleSort,12,56,3.6e-06,Aleatória
BetterBubbleSort,12,75,5.4e-06,Aleatória
BetterBubbleSort,12,100,8e-06,Aleatória
BetterBubbleSort,12,133,1.28e-05,Aleatória
BetterBubbleSort,12,178,2.14e-05,Aleatória
BetterBubbleSort,12,237,3.5e-05,Aleatória
BetterBubbleSort,12,316,5.64e-05,Aleatória
BetterBubbleSort,12,422,9.74e-05,Aleatória
BetterBubbleSort,12,562,0.0001719,Aleatória
BetterBubbleSort,12,750,0.0002849,Aleatória
BetterBubbleSort,12,1000,0.0004732,Aleatória
BetterBubbleSort,12,1200,0.0006889,Aleatória
BetterBubbleSort,12,1441,0.0009617,Aleatória
BetterBubbleSort,12,1730,0.0013737,Aleatória
BetterBubbleSort,12,2077,0.0019644,Aleatória
BetterBubbleSort,12,2493,0.0027565,Aleatória
BetterBubbleSort,12,2993,0.003974,Aleatória
BetterBubbleSort,12,3593,0.0057521,Aleatória
BetterBubbleSort,12,4313,0.0083461,Aleatória
BetterBubbleSort,12,5177,0.0122105,Aleatória
BetterBubbleSort,12,6215,0.0175338,Aleatória
BetterBubbleSort,12,7461,0.0268894,Aleatória
BetterBubbleSort,12,8957,0.0413838,Aleatória
BetterBubbleSort,12,10752,0.0685229,Aleatória
BetterBubbleSort,12,12907,0.1150769,Aleatória
BetterBubbleSort,12,15495,0.1975319,Aleatória
BetterBubbleSort,12,18601,0.3220404,Aleatória
BetterBubbleSort,12,22330,0.5244073,Aleatória
BetterBubbleSort,12,26806,0.8173976000000001,Aleatória
BetterBubbleSort,12,32179,1.2128841,Aleatória
BetterBubbleSort,12,38629,1.8509813,Aleatória
BetterBubbleSort,12,46373,2.6254929,Aleatória
BetterBubbleSort,12,55668,3.9049131,Aleatória
BetterBubbleSort,12,66827,5.7339587,Aleatória
BetterBubbleSort,12,80223,8.2991322,Aleatória
BetterBubbleSort,12,96304,12.6002877,Aleatória
BetterBubbleSort,12,115609,17.9572713,Aleatória
BetterBubbleSort,12,138784,25.5484074,Aleatória
BetterBubbleSort,12,166604,37.3323281,Aleatória
BetterBubbleSort,12,200000,52.2807729,Aleatória
BetterBubbleSort,13,1,3.3e-06,Aleatória
BetterBubbleSort,13,2,0.0001515,Aleatória
BetterBubbleSort,13,3,1.3e-06,Aleatória
BetterBubbleSort,13,4,9e-07,Aleatória
BetterBubbleSort,13,6,9e-07,Aleatória
BetterBubbleSort,13,7,9e-07,Aleatória
BetterBubbleSort,13,10,1e-06,Aleatória
BetterBubbleSort,13,13,1.1e-06,Aleatória
BetterBubbleSort,13,18,1.5e-06,Aleatória
BetterBubbleSort,13,24,1.6e-06,Aleatória
BetterBubbleSort,13,32,2.7e-06,Aleatória
BetterBubbleSort,13,42,2.7e-06,Aleatória
BetterBubbleSort,13,56,3.9e-06,Aleatória
BetterBubbleSort,13,75,5.7e-06,Aleatória
BetterBubbleSort,13,100,8.1e-06,Aleatória
BetterBubbleSort,13,133,1.35e-05,Aleatória
BetterBubbleSort,13,178,2.11e-05,Aleatória
BetterBubbleSort,13,237,3.52e-05,Aleatória
BetterBubbleSort,13,316,6.39e-05,Aleatória
BetterBubbleSort,13,422,0.0001032,Aleatória
BetterBubbleSort,13,562,0.0001674,Aleatória
BetterBubbleSort,13,750,0.0002916,Aleatória
BetterBubbleSort,13,1000,0.0005112,Aleatória
BetterBubbleSort,13,1200,0.0007139,Aleatória
BetterBubbleSort,13,1441,0.00096,Aleatória
BetterBubbleSort,13,1730,0.001366,Aleatória
BetterBubbleSort,13,2077,0.0019335,Aleatória
BetterBubbleSort,13,2493,0.0028962,Aleatória
BetterBubbleSort,13,2993,0.0042381,Aleatória
BetterBubbleSort,13,3593,0.0114184,Aleatória
BetterBubbleSort,13,4313,0.0127579,Aleatória
BetterBubbleSort,13,5177,0.0126886,Aleatória
BetterBubbleSort,13,6215,0.0180448,Aleatória
BetterBubbleSort,13,7461,0.0308486,Aleatória
BetterBubbleSort,13,8957,0.0411096,Aleatória
BetterBubbleSort,13,10752,0.0697226,Aleatória
BetterBubbleSort,13,12907,0.1239362,Aleatória
BetterBubbleSort,13,15495,0.1982386,Aleatória
BetterBubbleSort,13,18601,0.3887924,Aleatória
BetterBubbleSort,13,22330,0.5161852,Aleatória
BetterBubbleSort,13,26806,0.7998079,Aleatória
BetterBubbleSort,13,32179,1.1795378,Aleatória
BetterBubbleSort,13,38629,1.7534432,Aleatória
BetterBubbleSort,13,46373,2.6966627,Aleatória
BetterBubbleSort,13,55668,3.8951046,Aleatória
BetterBubbleSort,13,66827,5.6742472,Aleatória
BetterBubbleSort,13,80223,8.2568382,Aleatória
BetterBubbleSort,13,96304,12.050113,Aleatória
BetterBubbleSort,13,115609,17.7461589,Aleatória
BetterBubbleSort,13,138784,25.8196674,Aleatória
BetterBubbleSort,13,166604,36.8601838,Aleatória
BetterBubbleSort,13,200000,52.7090613,Aleatória
BetterBubbleSort,14,1,3e-06,Aleatória
BetterBubbleSort,14,2,2e-06,Aleatória
BetterBubbleSort,14,3,1e-06,Aleatória
BetterBubbleSort,14,4,9e-07,Aleatória
BetterBubbleSort,14,6,9e-07,Aleatória
BetterBubbleSort,14,7,9e-07,Aleatória
BetterBubbleSort,14,10,0.0002165,Aleatória
BetterBubbleSort,14,13,2.2e-06,Aleatória
BetterBubbleSort,14,18,1.5e-06,Aleatória
BetterBubbleSort,14,24,1.6e-06,Aleatória
BetterBubbleSort,14,32,2.2e-06,Aleatória
BetterBubbleSort,14,42,2.9e-06,Aleatória
BetterBubbleSort,14,56,3.8e-06,Aleatória
BetterBubbleSort,14,75,6.9e-06,Aleatória
BetterBubbleSort,14,100,8.5e-06,Aleatória
BetterBubbleSort,14,133,1.43e-05,Aleatória
BetterBubbleSort,14,178,2.29e-05,Aleatória
BetterBubbleSort,14,237,3.73e-05,Aleatória
BetterBubbleSort,14,316,7.03e-05,Aleatória
BetterBubbleSort,14,422,0.0001192,Aleatória
BetterBubbleSort,14,562,0.0001823,Aleatória
BetterBubbleSort,14,750,0.0003072,Aleatória
BetterBubbleSort,14,1000,0.0005157,Aleatória
BetterBubbleSort,14,1200,0.0007332,Aleatória
BetterBubbleSort,14,1441,0.0010028,Aleatória
BetterBubbleSort,14,1730,0.0014999,Aleatória
BetterBubbleSort,14,2077,0.0020379,Aleatória
BetterBubbleSort,14,2493,0.0027948,Aleatória
BetterBubbleSort,14,2993,0.0040006,Aleatória
BetterBubbleSort,14,3593,0.0057407,Aleatória
BetterBubbleSort,14,4313,0.008495,Aleatória
BetterBubbleSort,14,5177,0.0122654,Aleatória
BetterBubbleSort,14,6215,0.0184375,Aleatória
BetterBubbleSort,14,7461,0.0281694,Aleatória
BetterBubbleSort,14,8957,0.0426717,Aleatória
BetterBubbleSort,14,10752,0.0700283,Aleatória
BetterBubbleSort,14,12907,0.1219156,Aleatória
BetterBubbleSort,14,15495,0.2065077,Aleatória
BetterBubbleSort,14,18601,0.3329871,Aleatória
BetterBubbleSort,14,22330,0.5233293,Aleatória
BetterBubbleSort,14,26806,0.8299839,Aleatória
