Algoritmo,ID_VETOR,NumeroEntradas,Tempo,TipoEntrada
MergeSort,5,1441,5.32e-05,Crescente
MergeSort,5,1730,6.46e-05,Crescente
MergeSort,5,2077,7.82e-05,Crescente
MergeSort,5,2493,9.37e-05,Crescente
MergeSort,5,2993,0.0001121,Crescente
MergeSort,5,3593,0.0001321,Crescente
MergeSort,5,4313,0.0001588,Crescente
MergeSort,5,5177,0.000186,Crescente
MergeSort,5,6215,0.000223,Crescente
MergeSort,5,7461,0.0003112,Crescente
MergeSort,5,8957,0.0003442,Crescente
MergeSort,5,10752,0.0003863,Crescente
MergeSort,5,12907,0.0004604,Crescente
MergeSort,5,15495,0.000556,Crescente
MergeSort,5,18601,0.0006393,Crescente
MergeSort,5,22330,0.0007771,Crescente
MergeSort,5,26806,0.0011404,Crescente
MergeSort,5,32179,0.0011385,Crescente
MergeSort,5,38629,0.0014374,Crescente
MergeSort,5,46373,0.0018028,Crescente
MergeSort,5,55668,0.001991,Crescente
MergeSort,5,66827,0.0024057,Crescente
MergeSort,5,80223,0.0027931,Crescente
MergeSort,5,96304,0.0036092,Crescente
MergeSort,5,115609,0.0041351,Crescente
MergeSort,5,138784,0.0050758,Crescente
MergeSort,5,166604,0.0063498,Crescente
MergeSort,5,200000,0.0078821,Crescente
MergeSort,6,1,2.3e-06,Crescente
MergeSort,6,2,1.1e-06,Crescente
MergeSort,6,3,1.1e-06,Crescente
MergeSort,6,4,9e-07,Crescente
MergeSort,6,6,1.1e-06,Crescente
MergeSort,6,7,1.1e-06,Crescente
MergeSort,6,10,1.4e-06,Crescente
MergeSort,6,13,1.5e-06,Crescente
MergeSort,6,18,1.8e-06,Crescente
MergeSort,6,24,1.8e-06,Crescente
MergeSort,6,32,2.4e-06,Crescente
MergeSort,6,42,3.3e-06,Crescente
MergeSort,6,56,3.8e-06,Crescente
MergeSort,6,75,4.4e-06,Crescente
MergeSort,6,100,4.9e-06,Crescente
MergeSort,6,133,7.3e-06,Crescente
MergeSort,6,178,8.5e-06,Crescente
MergeSort,6,237,1.2e-05,Crescente
MergeSort,6,316,1.28e-05,Crescente
MergeSort,6,422,1.76e-05,Crescente
MergeSort,6,562,2.28e-05,Crescente
MergeSort,6,750,2.79e-05,Crescente
MergeSort,6,1000,4.05e-05,Crescente
MergeSort,6,1200,4.59e-05,Crescente
MergeSort,6,1441,5.22e-05,Crescente
MergeSort,6,1730,6.29e-05,Crescente
MergeSort,6,2077,7.35e-05,Crescente
MergeSort,6,2493,8.9e-05,Crescente
MergeSort,6,2993,0.0001047,Crescente
MergeSort,6,3593,0.0001283,Crescente
MergeSort,6,4313,0.0001542,Crescente
MergeSort,6,5177,0.0001796,Crescente
MergeSort,6,6215,0.0002139,Crescente
MergeSort,6,7461,0.0002609,Crescente
MergeSort,6,8957,0.0003151,Crescente
MergeSort,6,10752,0.0003702,Crescente
MergeSort,6,12907,0.0004406,Crescente
MergeSort,6,15495,0.0005254,Crescente
MergeSort,6,18601,0.0007447,Crescente
MergeSort,6,22330,0.0008142,Crescente
MergeSort,6,26806,0.0011877,Crescente
MergeSort,6,32179,0.0011997,Crescente
MergeSort,6,38629,0.001359,Crescente
MergeSort,6,46373,0.001725,Crescente
MergeSort,6,55668,0.0022748,Crescente
MergeSort,6,66827,0.0025623,Crescente
MergeSort,6,80223,0.0037431,Crescente
MergeSort,6,96304,0.0037197,Crescente
MergeSort,6,115609,0.0042104,Crescente
MergeSort,6,138784,0.0052576,Crescente
MergeSort,6,166604,0.0062106,Crescente
MergeSort,6,200000,0.0078922,Crescente
MergeSort,7,1,2.1e-06,Crescente
MergeSort,7,2,1.1e-06,Crescente
MergeSort,7,3,1e-06,Crescente
MergeSort,7,4,1.1e-06,Crescente
MergeSort,7,6,1.1e-06,Crescente
MergeSort,7,7,1.1e-06,Crescente
MergeSort,7,10,1.4e-06,Crescente
MergeSort,7,13,1.6e-06,Crescente
MergeSort,7,18,1.8e-06,Crescente
MergeSort,7,24,1.8e-06,Crescente
MergeSort,7,32,2.2e-06,Crescente
MergeSort,7,42,2.9e-06,Crescente
MergeSort,7,56,3.3e-06,Crescente
MergeSort,7,75,4.3e-06,Crescente
MergeSort,7,100,4.9e-06,Crescente
MergeSort,7,133,6.5e-06,Crescente
MergeSort,7,178,8.3e-06,Crescente
MergeSort,7,237,1.06e-05,Crescente
MergeSort,7,316,1.31e-05,Crescente
MergeSort,7,422,1.72e-05,Crescente
MergeSort,7,562,2.26e-05,Crescente
MergeSort,7,750,2.9e-05,Crescente
MergeSort,7,1000,3.83e-05,Crescente
MergeSort,7,1200,4.61e-05,Crescente
MergeSort,7,1441,5.29e-05,Crescente
MergeSort,7,1730,6.26e-05,Crescente
MergeSort,7,2077,7.67e-05,Crescente
MergeSort,7,2493,9.08e-05,Crescente
MergeSort,7,2993,0.0001079,Crescente
MergeSort,7,3593,0.0001362,Crescente
MergeSort,7,4313,0.0001669,Crescente
MergeSort,7,5177,0.0001874,Crescente
MergeSort,7,6215,0.0002323,Crescente
MergeSort,7,7461,0.0002597,Crescente
MergeSort,7,8957,0.0003078,Crescente
MergeSort,7,10752,0.0003687,Crescente
MergeSort,7,12907,0.0004649,Crescente
MergeSort,7,15495,0.000549,Crescente
MergeSort,7,18601,0.0006601,Crescente
MergeSort,7,22330,0.000938,Crescente
MergeSort,7,26806,0.0011228,Crescente
MergeSort,7,32179,0.0011299,Crescente
MergeSort,7,38629,0.0013479,Crescente
MergeSort,7,46373,0.0016618,Crescente
MergeSort,7,55668,0.0021945,Crescente
MergeSort,7,66827,0.0023355,Crescente
MergeSort,7,80223,0.0030101,Crescente
MergeSort,7,96304,0.0033991,Crescente
MergeSort,7,115609,0.0042612,Crescente
MergeSort,7,138784,0.0051951,Crescente
MergeSort,7,166604,0.006144,Crescente
MergeSort,7,200000,0.0077106,Crescente
MergeSort,8,1,2.6e-06,Crescente
MergeSort,8,2,1.2e-06,Crescente
MergeSort,8,3,1e-06,Crescente
MergeSort,8,4,1e-06,Crescente
MergeSort,8,6,1e-06,Crescente
MergeSort,8,7,1.1e-06,Crescente
MergeSort,8,10,1.3e-06,Crescente
MergeSort,8,13,1.4e-06,Crescente
MergeSort,8,18,1.8e-06,Crescente
MergeSort,8,24,1.8e-06,Crescente
MergeSort,8,32,2.5e-06,Crescente
MergeSort,8,42,3.4e-06,Crescente
MergeSort,8,56,3.7e-06,Crescente
MergeSort,8,75,4.7e-06,Crescente
MergeSort,8,100,5.2e-06,Crescente
MergeSort,8,133,7e-06,Crescente
MergeSort,8,178,8.5e-06,Crescente
MergeSort,8,237,1.16e-05,Crescente
MergeSort,8,316,1.33e-05,Crescente
MergeSort,8,422,1.78e-05,Crescente
MergeSort,8,562,2.38e-05,Crescente
MergeSort,8,750,2.83e-05,Crescente
MergeSort,8,1000,0.0001213,Crescente
MergeSort,8,1200,4.57e-05,Crescente
MergeSort,8,1441,5.07e-05,Crescente
MergeSort,8,1730,6.13e-05,Crescente
MergeSort,8,2077,7.36e-05,Crescente
MergeSort,8,2493,8.91e-05,Crescente
MergeSort,8,2993,0.0001101,Crescente
MergeSort,8,3593,0.0001284,Crescente
MergeSort,8,4313,0.0001551,Crescente
MergeSort,8,5177,0.0001807,Crescente
MergeSort,8,6215,0.0002217,Crescente
MergeSort,8,7461,0.000299,Crescente
MergeSort,8,8957,0.0005582,Crescente
MergeSort,8,10752,0.0004191,Crescente
MergeSort,8,12907,0.0004726,Crescente
MergeSort,8,15495,0.0005502,Crescente
MergeSort,8,18601,0.0006858,Crescente
MergeSort,8,22330,0.0008589,Crescente
MergeSort,8,26806,0.0009554,Crescente
MergeSort,8,32179,0.0017358,Crescente
MergeSort,8,38629,0.001365,Crescente
MergeSort,8,46373,0.0016224,Crescente
MergeSort,8,55668,0.0019618,Crescente
MergeSort,8,66827,0.0025717,Crescente
MergeSort,8,80223,0.002795,Crescente
MergeSort,8,96304,0.0037691,Crescente
MergeSort,8,115609,0.0042051,Crescente
MergeSort,8,138784,0.0052718,Crescente
MergeSort,8,166604,0.0063269,Crescente
MergeSort,8,200000,0.0079208,Crescente
MergeSort,9,1,2.2e-06,Crescente
MergeSort,9,2,1.1e-06,Crescente
MergeSort,9,3,1.1e-06,Crescente
MergeSort,9,4,9e-07,Crescente
MergeSort,9,6,1.1e-06,Crescente
MergeSort,9,7,1.2e-06,Crescente
MergeSort,9,10,1.4e-06,Crescente
MergeSort,9,13,1.9e-06,Crescente
MergeSort,9,18,2e-06,Crescente
MergeSort,9,24,2e-06,Crescente
MergeSort,9,32,2.8e-06,Crescente
MergeSort,9,42,2.9e-06,Crescente
MergeSort,9,56,4e-06,Crescente
MergeSort,9,75,4.7e-06,Crescente
MergeSort,9,100,5.2e-06,Crescente
MergeSort,9,133,7.7e-06,Crescente
MergeSort,9,178,9.1e-06,Crescente
MergeSort,9,237,1.17e-05,Crescente
MergeSort,9,316,1.38e-05,Crescente
MergeSort,9,422,1.85e-05,Crescente
MergeSort,9,562,2.44e-05,Crescente
MergeSort,9,750,3.12e-05,Crescente
MergeSort,9,1000,3.96e-05,Crescente
MergeSort,9,1200,4.68e-05,Crescente
MergeSort,9,1441,5.3e-05,Crescente
MergeSort,9,1730,6.43e-05,Crescente
MergeSort,9,2077,7.77e-05,Crescente
MergeSort,9,2493,9.32e-05,Crescente
MergeSort,9,2993,0.0001081,Crescente
MergeSort,9,3593,0.0001388,Crescente
MergeSort,9,4313,0.000166,Crescente
MergeSort,9,5177,0.0001893,Crescente
MergeSort,9,6215,0.0002235,Crescente
MergeSort,9,7461,0.0002745,Crescente
MergeSort,9,8957,0.0003272,Crescente
MergeSort,9,10752,0.0004729,Crescente
MergeSort,9,12907,0.0005122,Crescente
MergeSort,9,15495,0.0005747,Crescente
MergeSort,9,18601,0.0007326,Crescente
MergeSort,9,22330,0.000879,Crescente
MergeSort,9,26806,0.0009977,Crescente
MergeSort,9,32179,0.0011747,Crescente
MergeSort,9,38629,0.0014394,Crescente
MergeSort,9,46373,0.0017404,Crescente
MergeSort,9,55668,0.0020411,Crescente
MergeSort,9,66827,0.0025992,Crescente
MergeSort,9,80223,0.0028844,Crescente
MergeSort,9,96304,0.0034888,Crescente
MergeSort,9,115609,0.0044101,Crescente
MergeSort,9,138784,0.0050439,Crescente
MergeSort,9,166604,0.0061548,Crescente
MergeSort,9,200000,0.0072905,Crescente
MergeSort,10,1,1.5e-06,Crescente
MergeSort,10,2,1.3e-06,Crescente
MergeSort,10,3,1.1e-06,Crescente
MergeSort,10,4,9e-07,Crescente
MergeSort,10,6,5.6e-06,Crescente
MergeSort,10,7,1.3e-06,Crescente
MergeSort,10,10,1.5e-06,Crescente
MergeSort,10,13,1.5e-06,Crescente
MergeSort,10,18,1.9e-06,Crescente
MergeSort,10,24,1.8e-06,Crescente
MergeSort,10,32,2.3e-06,Crescente
MergeSort,10,42,3.1e-06,Crescente
MergeSort,10,56,3.8e-06,Crescente
MergeSort,10,75,6.1e-06,Crescente
MergeSort,10,100,5.3e-06,Crescente
MergeSort,10,133,7.2e-06,Crescente
MergeSort,10,178,9.8e-06,Crescente
MergeSort,10,237,1.13e-05,Crescente
MergeSort,10,316,1.31e-05,Crescente
MergeSort,10,422,1.82e-05,Crescente
MergeSort,10,562,2.5e-05,Crescente
MergeSort,10,750,3.12e-05,Crescente
MergeSort,10,1000,3.96e-05,Crescente
MergeSort,10,1200,4.62e-05,Crescente
MergeSort,10,1441,5.28e-05,Crescente
MergeSort,10,1730,6.43e-05,Crescente
MergeSort,10,2077,7.69e-05,Crescente
MergeSort,10,2493,9.34e-05,Crescente
MergeSort,10,2993,0.0001086,Crescente
MergeSort,10,3593,0.0001335,Crescente
MergeSort,10,4313,0.0001606,Crescente
MergeSort,10,5177,0.0001879,Crescente
MergeSort,10,6215,0.0002237,Crescente
MergeSort,10,7461,0.0002726,Crescente
MergeSort,10,8957,0.0003272,Crescente
MergeSort,10,10752,0.0003905,Crescente
MergeSort,10,12907,0.000466,Crescente
MergeSort,10,15495,0.0005753,Crescente
MergeSort,10,18601,0.0006744,Crescente
MergeSort,10,22330,0.0008171,Crescente
MergeSort,10,26806,0.0010065,Crescente
MergeSort,10,32179,0.0011933,Crescente
MergeSort,10,38629,0.0014863,Crescente
MergeSort,10,46373,0.0016395,Crescente
MergeSort,10,55668,0.0020229,Crescente
MergeSort,10,66827,0.0024281,Crescente
MergeSort,10,80223,0.0028728,Crescente
MergeSort,10,96304,0.0034556,Crescente
MergeSort,10,115609,0.0041901,Crescente
MergeSort,10,138784,0.0049423,Crescente
MergeSort,10,166604,0.0061797,Crescente
MergeSort,10,200000,0.0074445,Crescente
MergeSort,11,1,2e-06,Crescente
MergeSort,11,2,1.1e-06,Crescente
MergeSort,11,3,1e-06,Crescente
MergeSort,11,4,1e-06,Crescente
MergeSort,11,6,1.1e-06,Crescente
MergeSort,11,7,1.2e-06,Crescente
MergeSort,11,10,1.3e-06,Crescente
MergeSort,11,13,1.5e-06,Crescente
MergeSort,11,18,1.7e-06,Crescente
MergeSort,11,24,1.8e-06,Crescente
MergeSort,11,32,2.3e-06,Crescente
MergeSort,11,42,2.7e-06,Crescente
MergeSort,11,56,3.4e-06,Crescente
MergeSort,11,75,4.3e-06,Crescente
MergeSort,11,100,4.8e-06,Crescente
MergeSort,11,133,7e-06,Crescente
MergeSort,11,178,8.2e-06,Crescente
MergeSort,11,237,1.11e-05,Crescente
MergeSort,11,316,1.31e-05,Crescente
MergeSort,11,422,1.87e-05,Crescente
MergeSort,11,562,2.27e-05,Crescente
MergeSort,11,750,2.8e-05,Crescente
MergeSort,11,1000,3.76e-05,Crescente
MergeSort,11,1200,4.36e-05,Crescente
MergeSort,11,1441,5.09e-05,Crescente
MergeSort,11,1730,6.14e-05,Crescente
MergeSort,11,2077,7.26e-05,Crescente
MergeSort,11,2493,0.0001076,Crescente
MergeSort,11,2993,0.0001111,Crescente
MergeSort,11,3593,0.0001307,Crescente
MergeSort,11,4313,0.00016,Crescente
MergeSort,11,5177,0.0001883,Crescente
MergeSort,11,6215,0.0002224,Crescente
MergeSort,11,7461,0.000278,Crescente
MergeSort,11,8957,0.000322,Crescente
MergeSort,11,10752,0.0003903,Crescente
MergeSort,11,12907,0.000464,Crescente
MergeSort,11,15495,0.0005737,Crescente
MergeSort,11,18601,0.0007058,Crescente
MergeSort,11,22330,0.0008754,Crescente
MergeSort,11,26806,0.0009485,Crescente
MergeSort,11,32179,0.001133,Crescente
MergeSort,11,38629,0.0016322,Crescente
MergeSort,11,46373,0.0017189,Crescente
MergeSort,11,55668,0.0019889,Crescente
MergeSort,11,66827,0.0024162,Crescente
MergeSort,11,80223,0.0029164,Crescente
MergeSort,11,96304,0.0034467,Crescente
MergeSort,11,115609,0.0042723,Crescente
MergeSort,11,138784,0.0051032,Crescente
MergeSort,11,166604,0.0061467,Crescente
MergeSort,11,200000,0.0074533,Crescente
MergeSort,12,1,2.4e-06,Crescente
MergeSort,12,2,1.2e-06,Crescente
MergeSort,12,3,1e-06,Crescente
MergeSort,12,4,1e-06,Crescente
MergeSort,12,6,1.2e-06,Crescente
MergeSort,12,7,1.1e-06,Crescente
MergeSort,12,10,1.4e-06,Crescente
MergeSort,12,13,1.5e-06,Crescente
MergeSort,12,18,1.9e-06,Crescente
MergeSort,12,24,2e-06,Crescente
MergeSort,12,32,2.4e-06,Crescente
MergeSort,12,42,2.9e-06,Crescente
MergeSort,12,56,3.9e-06,Crescente
MergeSort,12,75,4.8e-06,Crescente
MergeSort,12,100,2.1e-05,Crescente
MergeSort,12,133,9.3e-06,Crescente
MergeSort,12,178,1.01e-05,Crescente
MergeSort,12,237,1.26e-05,Crescente
MergeSort,12,316,1.93e-05,Crescente
MergeSort,12,422,1.93e-05,Crescente
MergeSort,12,562,2.5e-05,Crescente
MergeSort,12,750,4.38e-05,Crescente
MergeSort,12,1000,0.0001019,Crescente
MergeSort,12,1200,4.8e-05,Crescente
MergeSort,12,1441,6.8e-05,Crescente
MergeSort,12,1730,6.66e-05,Crescente
MergeSort,12,2077,7.86e-05,Crescente
MergeSort,12,2493,9.58e-05,Crescente
MergeSort,12,2993,0.0001103,Crescente
MergeSort,12,3593,0.0001348,Crescente
MergeSort,12,4313,0.0001616,Crescente
MergeSort,12,5177,0.0001855,Crescente
MergeSort,12,6215,0.0002194,Crescente
MergeSort,12,7461,0.0002661,Crescente
MergeSort,12,8957,0.000326,Crescente
MergeSort,12,10752,0.0003837,Crescente
MergeSort,12,12907,0.0004681,Crescente
MergeSort,12,15495,0.0005496,Crescente
MergeSort,12,18601,0.0006742,Crescente
MergeSort,12,22330,0.00085,Crescente
MergeSort,12,26806,0.001075,Crescente
MergeSort,12,32179,0.0012143,Crescente
MergeSort,12,38629,0.0014373,Crescente
MergeSort,12,46373,0.001699,Crescente
MergeSort,12,55668,0.0023025,Crescente
MergeSort,12,66827,0.0024677,Crescente
MergeSort,12,80223,0.003038,Crescente
MergeSort,12,96304,0.0033499,Crescente
MergeSort,12,115609,0.0042453,Crescente
MergeSort,12,138784,0.0051485,Crescente
MergeSort,12,166604,0.0062373,Crescente
MergeSort,12,200000,0.0075837,Crescente
MergeSort,13,1,1.6e-06,Crescente
MergeSort,13,2,1.1e-06,Crescente
MergeSort,13,3,1e-06,Crescente
MergeSort,13,4,1e-06,Crescente
MergeSort,13,6,1.2e-06,Crescente
MergeSort,13,7,1.2e-06,Crescente
MergeSort,13,10,1.3e-06,Crescente
MergeSort,13,13,1.4e-06,Crescente
MergeSort,13,18,1.8e-06,Crescente
MergeSort,13,24,2.2e-06,Crescente
MergeSort,13,32,2.3e-06,Crescente
MergeSort,13,42,2.5e-06,Crescente
MergeSort,13,56,3.4e-06,Crescente
MergeSort,13,75,4.8e-06,Crescente
MergeSort,13,100,5.6e-06,Crescente
MergeSort,13,133,6.4e-06,Crescente
MergeSort,13,178,8.5e-06,Crescente
MergeSort,13,237,1.21e-05,Crescente
MergeSort,13,316,1.26e-05,Crescente
MergeSort,13,422,1.74e-05,Crescente
MergeSort,13,562,2.36e-05,Crescente
MergeSort,13,750,3e-05,Crescente
MergeSort,13,1000,3.9e-05,Crescente
MergeSort,13,1200,4.61e-05,Crescente
MergeSort,13,1441,5.41e-05,Crescente
MergeSort,13,1730,6.38e-05,Crescente
MergeSort,13,2077,7.61e-05,Crescente
MergeSort,13,2493,9.25e-05,Crescente
MergeSort,13,2993,0.0001104,Crescente
MergeSort,13,3593,0.000137,Crescente
MergeSort,13,4313,0.00016,Crescente
MergeSort,13,5177,0.0001879,Crescente
MergeSort,13,6215,0.0002246,Crescente
MergeSort,13,7461,0.0002728,Crescente
MergeSort,13,8957,0.0003233,Crescente
MergeSort,13,10752,0.0003948,Crescente
MergeSort,13,12907,0.0004931,Crescente
MergeSort,13,15495,0.000563,Crescente
MergeSort,13,18601,0.0006889,Crescente
MergeSort,13,22330,0.000826,Crescente
MergeSort,13,26806,0.0010377,Crescente
MergeSort,13,32179,0.0011633,Crescente
MergeSort,13,38629,0.0014626,Crescente
MergeSort,13,46373,0.0016942,Crescente
MergeSort,13,55668,0.0020085,Crescente
MergeSort,13,66827,0.0025372,Crescente
MergeSort,13,80223,0.0028148,Crescente
MergeSort,13,96304,0.0034861,Crescente
MergeSort,13,115609,0.0041196,Crescente
MergeSort,13,138784,0.0050584,Crescente
MergeSort,13,166604,0.006205,Crescente
MergeSort,13,200000,0.0078939,Crescente
MergeSort,14,1,2.8e-06,Crescente
MergeSort,14,2,1.7e-06,Crescente
MergeSort,14,3,1e-06,Crescente
MergeSort,14,4,6.5e-06,Crescente
MergeSort,14,6,1.6e-06,Crescente
MergeSort,14,7,1.4e-06,Crescente
MergeSort,14,10,1.4e-06,Crescente
MergeSort,14,13,1.7e-06,Crescente
MergeSort,14,18,1.9e-06,Crescente
MergeSort,14,24,1.9e-06,Crescente
MergeSort,14,32,2.5e-06,Crescente
MergeSort,14,42,3.5e-06,Crescente
MergeSort,14,56,4.7e-06,Crescente
MergeSort,14,75,5.1e-06,Crescente
MergeSort,14,100,5.2e-06,Crescente
MergeSort,14,133,7.6e-06,Crescente
MergeSort,14,178,9e-06,Crescente
MergeSort,14,237,1.1e-05,Crescente
MergeSort,14,316,1.37e-05,Crescente
MergeSort,14,422,1.72e-05,Crescente
MergeSort,14,562,2.4e-05,Crescente
MergeSort,14,750,2.9e-05,Crescente
MergeSort,14,1000,3.82e-05,Crescente
MergeSort,14,1200,4.72e-05,Crescente
MergeSort,14,1441,5.36e-05,Crescente
MergeSort,14,1730,6.32e-05,Crescente
MergeSort,14,2077,7.57e-05,Crescente
MergeSort,14,2493,9e-05,Crescente
MergeSort,14,2993,0.0001054,Crescente
MergeSort,14,3593,0.0001281,Crescente
MergeSort,14,4313,0.0001545,Crescente
MergeSort,14,5177,0.0001906,Crescente
MergeSort,14,6215,0.0002152,Crescente
MergeSort,14,7461,0.0002615,Crescente
MergeSort,14,8957,0.0003146,Crescente
MergeSort,14,10752,0.0003735,Crescente
MergeSort,14,12907,0.0004411,Crescente
MergeSort,14,15495,0.0005322,Crescente
MergeSort,14,18601,0.0006392,Crescente
MergeSort,14,22330,0.0008258,Crescente
MergeSort,14,26806,0.0011346,Crescente
MergeSort,14,32179,0.0011875,Crescente
MergeSort,14,38629,0.0013681,Crescente
MergeSort,14,46373,0.0016156,Crescente
MergeSort,14,55668,0.0023206,Crescente
MergeSort,14,66827,0.002348,Crescente
MergeSort,14,80223,0.0030905,Crescente
MergeSort,14,96304,0.0034339,Crescente
MergeSort,14,115609,0.0043212,Crescente
MergeSort,14,138784,0.005154,Crescente
MergeSort,14,166604,0.0062011,Crescente
MergeSort,14,200000,0.0074793,Crescente
MergeSort,15,1,2.5e-06,Crescente
MergeSort,15,2,1.2e-06,Crescente
MergeSort,15,3,1.1e-06,Crescente
MergeSort,15,4,1e-06,Crescente
MergeSort,15,6,1e-06,Crescente
MergeSort,15,7,1.2e-06,Crescente
MergeSort,15,10,1.3e-06,Crescente
MergeSort,15,13,1.6e-06,Crescente
MergeSort,15,18,2e-06,Crescente
MergeSort,15,24,1.8e-06,Crescente
MergeSort,15,32,2.6e-06,Crescente
MergeSort,15,42,3.4e-06,Crescente
MergeSort,15,56,3.7e-06,Crescente
MergeSort,15,75,4.6e-06,Crescente
MergeSort,15,100,5.1e-06,Crescente
MergeSort,15,133,7e-06,Crescente
MergeSort,15,178,8.8e-06,Crescente
MergeSort,15,237,1.09e-05,Crescente
MergeSort,15,316,1.36e-05,Crescente
MergeSort,15,422,1.74e-05,Crescente
MergeSort,15,562,2.39e-05,Crescente
MergeSort,15,750,2.98e-05,Crescente
MergeSort,15,1000,3.9e-05,Crescente
MergeSort,15,1200,4.58e-05,Crescente
MergeSort,15,1441,5.13e-05,Crescente
MergeSort,15,1730,6.1e-05,Crescente
MergeSort,15,2077,7.39e-05,Crescente
MergeSort,15,2493,9.17e-05,Crescente
MergeSort,15,2993,0.0001603,Crescente
MergeSort,15,3593,0.0001311,Crescente
MergeSort,15,4313,0.0001647,Crescente
MergeSort,15,5177,0.0002117,Crescente
MergeSort,15,6215,0.0002406,Crescente
MergeSort,15,7461,0.0003211,Crescente
MergeSort,15,8957,0.0003445,Crescente
MergeSort,15,10752,0.0003709,Crescente
MergeSort,15,12907,0.0004433,Crescente
MergeSort,15,15495,0.0005353,Crescente
MergeSort,15,18601,0.0006577,Crescente
MergeSort,15,22330,0.0007886,Crescente
MergeSort,15,26806,0.0009421,Crescente
MergeSort,15,32179,0.0011694,Crescente
MergeSort,15,38629,0.0015465,Crescente
MergeSort,15,46373,0.0016898,Crescente
MergeSort,15,55668,0.0019487,Crescente
MergeSort,15,66827,0.0024987,Crescente
MergeSort,15,80223,0.0028596,Crescente
MergeSort,15,96304,0.0035056,Crescente
MergeSort,15,115609,0.004244,Crescente
MergeSort,15,138784,0.0064926,Crescente
MergeSort,15,166604,0.0060059,Crescente
MergeSort,15,200000,0.007408,Crescente
MergeSort,16,1,2.3e-06,Crescente
MergeSort,16,2,1.3e-06,Crescente
MergeSort,16,3,1.1e-06,Crescente
MergeSort,16,4,1.1e-06,Crescente
MergeSort,16,6,1.1e-06,Crescente
MergeSort,16,7,1.1e-06,Crescente
MergeSort,16,10,1.4e-06,Crescente
MergeSort,16,13,1.4e-06,Crescente
MergeSort,16,18,1.8e-06,Crescente
MergeSort,16,24,1.8e-06,Crescente
MergeSort,16,32,2.4e-06,Crescente
MergeSort,16,42,3.4e-06,Crescente
MergeSort,16,56,4e-06,Crescente
MergeSort,16,75,5.1e-06,Crescente
MergeSort,16,100,5e-06,Crescente
MergeSort,16,133,7.2e-06,Crescente
MergeSort,16,178,8.8e-06,Crescente
MergeSort,16,237,1.13e-05,Crescente
MergeSort,16,316,1.35e-05,Crescente
MergeSort,16,422,1.77e-05,Crescente
MergeSort,16,562,2.31e-05,Crescente
MergeSort,16,750,2.87e-05,Crescente
MergeSort,16,1000,3.86e-05,Crescente
MergeSort,16,1200,4.56e-05,Crescente
MergeSort,16,1441,5.09e-05,Crescente
MergeSort,16,1730,6.11e-05,Crescente
MergeSort,16,2077,7.4e-05,Crescente
MergeSort,16,2493,8.89e-05,Crescente
MergeSort,16,2993,0.0001041,Crescente
MergeSort,16,3593,0.0001281,Crescente
MergeSort,16,4313,0.0002144,Crescente
MergeSort,16,5177,0.0001837,Crescente
MergeSort,16,6215,0.0002172,Crescente
MergeSort,16,7461,0.0002615,Crescente
MergeSort,16,8957,0.0003167,Crescente
MergeSort,16,10752,0.0003746,Crescente
MergeSort,16,12907,0.0005233,Crescente
MergeSort,16,15495,0.0007998,Crescente
MergeSort,16,18601,0.0006827,Crescente
MergeSort,16,22330,0.0008476,Crescente
MergeSort,16,26806,0.0009527,Crescente
MergeSort,16,32179,0.00113,Crescente
MergeSort,16,38629,0.0014226,Crescente
MergeSort,16,46373,0.0017272,Crescente
MergeSort,16,55668,0.0019598,Crescente
MergeSort,16,66827,0.0024609,Crescente
MergeSort,16,80223,0.0028867,Crescente
MergeSort,16,96304,0.0035547,Crescente
MergeSort,16,115609,0.0040867,Crescente
MergeSort,16,138784,0.0050128,Crescente
MergeSort,16,166604,0.0061456,Crescente
MergeSort,16,200000,0.0074893,Crescente
MergeSort,17,1,2.1e-06,Crescente
MergeSort,17,2,1e-06,Crescente
MergeSort,17,3,1e-06,Crescente
MergeSort,17,4,1e-06,Crescente
MergeSort,17,6,1e-06,Crescente
MergeSort,17,7,1.1e-06,Crescente
MergeSort,17,10,1.3e-06,Crescente
MergeSort,17,13,1.4e-06,Crescente
MergeSort,17,18,1.9e-06,Crescente
MergeSort,17,24,1.8e-06,Crescente
MergeSort,17,32,2.6e-06,Crescente
MergeSort,17,42,3.3e-06,Crescente
MergeSort,17,56,3.8e-06,Crescente
MergeSort,17,75,4.6e-06,Crescente
MergeSort,17,100,4.9e-06,Crescente
MergeSort,17,133,7.1e-06,Crescente
MergeSort,17,178,2.8e-05,Crescente
MergeSort,17,237,2.19e-05,Crescente
MergeSort,17,316,1.38e-05,Crescente
MergeSort,17,422,1.82e-05,Crescente
MergeSort,17,562,2.47e-05,Crescente
MergeSort,17,750,2.98e-05,Crescente
MergeSort,17,1000,3.94e-05,Crescente
MergeSort,17,1200,4.67e-05,Crescente
MergeSort,17,1441,0.0001027,Crescente
MergeSort,17,1730,6.54e-05,Crescente
MergeSort,17,2077,0.0001102,Crescente
MergeSort,17,2493,9.76e-05,Crescente
MergeSort,17,2993,0.0001141,Crescente
MergeSort,17,3593,0.0001572,Crescente
MergeSort,17,4313,0.00022,Crescente
MergeSort,17,5177,0.0001823,Crescente
MergeSort,17,6215,0.0002162,Crescente
MergeSort,17,7461,0.0002786,Crescente
MergeSort,17,8957,0.0003217,Crescente
MergeSort,17,10752,0.0003812,Crescente
